Symbol,Name,Industry,Market Cap,Sector,Country
ACBA,Ace Global Business Acquisition Limited,Blank Check / SPAC,62053500.0,Financial Services,Hong Kong
ACC,"American Campus Communities, Inc.",Equity Real Estate Investment Trusts ...,17945190344.0,Real Estate,United States
ACCD,"Accolade, Inc.",Health Care Technology,413861150.0,Healthcare,United States
ACCO,ACCO Brands Corporation,Commercial Services & Supplies,710909630.0,Industrials,United States
ACDI,Ascendant Digital Acquisition Corp. III,Blank Check / SPAC,376124989.0,Financial Services,United States
ACEL,"Accel Entertainment, Inc.","Hotels, Restaurants & Leisure",1015634879.0,Consumer Cyclical,United States
ACER,Acer Therapeutics Inc.,Pharmaceuticals,33376236.0,Healthcare,United States
ACET,"Adicet Bio, Inc.",Health Care Providers & Services,410445144.0,Healthcare,United States
ACEV,ACE Convergence Acquisition Corp.,Blank Check / SPAC,139802046.0,Financial Services,United States
ACGL,Arch Capital Group Ltd.,Insurance,17681940440.0,Financial Services,Bermuda
ACH,Aluminum Corporation of China Limited,Metals & Mining,11751012342.0,Basic Materials,China
ACHC,"Acadia Healthcare Company, Inc.",Health Care Providers & Services,6510680551.0,Healthcare,United States
ACHL,Achilles Therapeutics plc,Biotechnology,101070416.0,Healthcare,United Kingdom
ACHR,Archer Aviation Inc.,Aerospace & Defense,831884350.0,Industrials,United States
ACHV,"Achieve Life Sciences, Inc.",Biotechnology,63997094.0,Healthcare,Canada
ACI,"Albertsons Companies, Inc.",Grocery Stores,15817695203.0,Consumer Defensive,United States
ACII,Atlas Crest Investment Corp. II,Blank Check / SPAC,422625019.0,Financial Services,United States
ACIU,AC Immune SA,Biotechnology,272141533.0,Healthcare,Switzerland
ACIW,"ACI Worldwide, Inc.",Software,3007419373.0,Technology,United States
ACKIT,Ackrell SPAC Partners I Co.,Blank Check / SPAC,156874250.0,,
ACLS,"Axcelis Technologies, Inc.",Semiconductors & Semiconductor Equipment,1979903064.0,Technology,United States
ACLX,"Arcellx, Inc.",Biotechnology,342356637.0,Healthcare,United States
ACM,AECOM,Construction & Engineering,9814834141.0,Industrials,United States
ACMR,"ACM Research, Inc.",Semiconductors & Semiconductor Equipment,841276530.0,Technology,United States
ACN,Accenture plc,IT Services,185000000000.0,Technology,Ireland
ACNB,ACNB Corporation,Banks,283849145.0,Financial Services,United States
ACON,"Aclarion, Inc.",Health Information Services,10872787.0,Healthcare,United States
ACOR,"Acorda Therapeutics, Inc.",Biotechnology,5500237.0,Healthcare,United States
ACQR,Independence Holdings Corp.,Blank Check / SPAC,606248556.0,Financial Services,United States
ACR,ACRES Commercial Realty Corp.,Mortgage Real Estate Investment Trust...,89094374.0,Real Estate,United States
ACRE,Ares Commercial Real Estate Corporation,Mortgage Real Estate Investment Trust...,798611328.0,Real Estate,United States
ACRO,Acropolis Infrastructure Acquisition Corp.,Blank Check / SPAC,417018750.0,Financial Services,United States
ACRS,"Aclaris Therapeutics, Inc.",Pharmaceuticals,830276280.0,Healthcare,United States
ACRX,"AcelRx Pharmaceuticals, Inc.",Pharmaceuticals,32512194.0,Healthcare,United States
ACST,Acasti Pharma Inc.,Pharmaceuticals,40847007.0,Healthcare,Canada
ACT,"Enact Holdings, Inc.",Insurance-Specialty,3971716331.0,Financial Services,United States
ACTD,ArcLight Clean Transition Corp. II,Shell Companies,385064440.0,Financial Services,United States
ACTG,Acacia Research Corporation,Professional Services,213015100.0,Industrials,United States
ACU,Acme United Corporation,Commercial Services & Supplies,112484767.0,Consumer Defensive,United States
ACVA,ACV Auctions Inc.,Software-Application,1301003386.0,Technology,United States
ACXP,"Acurx Pharmaceuticals, Inc.",Biotechnology,25863264.0,Healthcare,United States
ADAG,Adagene Inc.,Biotechnology,123499359.0,Healthcare,China
ADAL,Anthemis Digital Acquisitions I Corp,Blank Check / SPAC,299761884.0,Financial Services,United States
ADAP,Adaptimmune Therapeutics plc,Biotechnology,236322895.0,Healthcare,United Kingdom
ADBE,Adobe Inc.,Software,193000000000.0,Technology,United States
ADC,Agree Realty Corporation,Equity Real Estate Investment Trusts ...,5162690550.0,Real Estate,United States
ADCT,ADC Therapeutics SA,Communications Equipment,557644222.0,Healthcare,Switzerland
ADER,26 Capital Acquisition Corp.,Blank Check / SPAC,339659355.0,Financial Services,United States
ADES,"Advanced Emissions Solutions, Inc.",Chemicals,95481000.0,Industrials,United States
ADEX,Adit EdTech Acquisition Corp.,Blank Check / SPAC,339135000.0,Financial Services,United States
ADGI,"Adagio Therapeutics, Inc.",Biotechnology,296230494.0,Healthcare,United States
ADI,"Analog Devices, Inc.",Semiconductors & Semiconductor Equipment,85248188264.0,Technology,United States
ADIL,"Adial Pharmaceuticals, Inc.",Pharmaceuticals,31163587.0,Healthcare,United States
ADM,Archer-Daniels-Midland Company,Food Products,49692737474.0,Consumer Defensive,United States
ADMA,"ADMA Biologics, Inc.",Biotechnology,380922880.0,Healthcare,United States
ADMP,Adamis Pharmaceuticals Corporation,Pharmaceuticals,66900699.0,Healthcare,United States
ADN,"Advent Technologies Holdings, Inc.",Utilities-Renewable,71740959.0,Utilities,United States
ADNT,Adient plc,Auto Components,3194195964.0,Consumer Cyclical,Ireland
ADOC,Edoc Acquisition Corp.,Blank Check / SPAC,55867847.0,Financial Services,United States
ADP,"Automatic Data Processing, Inc.",IT Services,91185815378.0,Industrials,United States
ADPT,Adaptive Biotechnologies Corporation,Life Sciences Tools & Services,1076665982.0,Healthcare,United States
ADRA,Adara Acquisition Corp.,Blank Check / SPAC,142025000.0,Financial Services,United States
ADRT,Ault Disruptive Technologies Corporation,Blank Check / SPAC,143175000.0,Financial Services,United States
ADSE,ADS-TEC Energy PLC,Electrical Equipment & Parts,268443455.0,Industrials,Ireland
ADSK,"Autodesk, Inc.",Software,41684701117.0,Technology,United States
ADT,ADT Inc.,Commercial Services & Supplies,6661437439.0,Industrials,United States
ADTH,"AdTheorent Holding Company, Inc.",Advertising Agencies,769123706.0,Communication Services,United States
ADTN,"ADTRAN, Inc.",Communications Equipment,917074096.0,Technology,United States
ADTX,"Aditxt, Inc.",Biotechnology,12125164.0,Healthcare,United States
ADUS,Addus HomeCare Corporation,Health Care Providers & Services,1373622472.0,Healthcare,United States
ADV,Advantage Solutions Inc.,Advertising Agencies,1385079036.0,Communication Services,United States
ADVM,"Adverum Biotechnologies, Inc.",Biotechnology,86315455.0,Healthcare,United States
ADXN,Addex Therapeutics Ltd,Biotechnology,25507566.0,Healthcare,Switzerland
ADXS,"Advaxis, Inc.",Biotechnology,8840226.0,Healthcare,United States
AE,"Adams Resources & Energy, Inc.","Oil, Gas & Consumable Fuels",152585736.0,Energy,United States
AEAC,Authentic Equity Acquisition Corp.,Blank Check / SPAC,294300000.0,Financial Services,United States
AEAE,AltEnergy Acquisition Corp.,Blank Check / SPAC,284337490.0,Financial Services,United States
AEE,Ameren Corporation,Multi-Utilities,24756223928.0,Utilities,United States
AEG,Aegon N.V.,Insurance,10831328254.0,Financial Services,Netherlands
AEHA,Aesther Healthcare Acquisition Corp.,Blank Check / SPAC,133308000.0,Financial Services,United States
AEHL,Antelope Enterprise Holdings Limited,Building Products & Equipment,4300530.0,Industrials,China
AEHR,Aehr Test Systems,Semiconductors & Semiconductor Equipment,209997840.0,Technology,United States
AEI,Alset EHome International Inc.,Real Estate-Development,38529195.0,Real Estate,United States
AEIS,"Advanced Energy Industries, Inc.",Semiconductors & Semiconductor Equipment,2970940630.0,Industrials,United States
AEL,American Equity Investment Life Holding Company,Insurance,3759745240.0,Financial Services,United States
AEM,Agnico Eagle Mines Limited,Metals & Mining,24439513048.0,Basic Materials,Canada
AEMD,"Aethlon Medical, Inc.",Health Care Equipment & Supplies,19722496.0,Healthcare,United States
AENZ,Aenza S.A.A.,Engineering & Construction,347124223.0,Industrials,Peru
AEO,"American Eagle Outfitters, Inc.",Specialty Retail,2374931962.0,Consumer Cyclical,United States
AEP,"American Electric Power Company, Inc.",Electric Utilities,52679344032.0,Utilities,United States
AER,AerCap Holdings N.V.,Trading Companies & Distributors,11730763774.0,Industrials,Ireland
AERC,"AeroClean Technologies, Inc.",Pollution & Treatment Controls,28865405.0,Industrials,United States
AERI,"Aerie Pharmaceuticals, Inc.",Pharmaceuticals,264022879.0,Healthcare,United States
AES,The AES Corporation,Independent Power and Renewable Elect...,14692919296.0,Utilities,United States
AESE,Allied Esports Entertainment Inc.,"Hotels, Restaurants & Leisure",56755755.0,Communication Services,United States
AEVA,"Aeva Technologies, Inc.","Electronic Equipment, Instruments & C...",632772797.0,Consumer Cyclical,United States
AEY,"ADDvantage Technologies Group, Inc.","Electronic Equipment, Instruments & C...",18045163.0,Technology,United States
AEYE,"AudioEye, Inc.",Software,37859879.0,Technology,United States
AEZS,Aeterna Zentaris Inc.,Biotechnology,24947083.0,Healthcare,United States
AFAC,Arena Fortify Acquisition Corp.,Blank Check / SPAC,214978115.0,Financial Services,United States
AFAQ,AF Acquisition Corp.,Blank Check / SPAC,272720000.0,Financial Services,United States
AFAR,Full company name not available,Blank Check / SPAC,125244000.0,,
AFBI,"Affinity Bancshares, Inc.",Banks,96921162.0,Financial Services,United States
AFCG,"AFC Gamma, Inc.",REIT-Specialty,346290483.0,Real Estate,United States
AFG,"American Financial Group, Inc.",Insurance,11636847480.0,Financial Services,United States
AFIB,"Acutus Medical, Inc.",Medical Devices,19591717.0,Healthcare,United States
AFL,Aflac Incorporated,Insurance,38083035095.0,Financial Services,United States
AFMD,Affimed N.V.,Biotechnology,470354878.0,Healthcare,Germany
AFRM,"Affirm Holdings, Inc.",IT Services,8025768936.0,Technology,United States
AFTR,AfterNext HealthTech Acquisition Corp.,Blank Check / SPAC,301250009.0,Financial Services,United States
AFYA,Afya Limited,Diversified Consumer Services,1105929087.0,Consumer Defensive,Brazil
AG,First Majestic Silver Corp.,Metals & Mining,2184241916.0,Basic Materials,Canada
AGAC,African Gold Acquisition Corporation,Blank Check / SPAC,506891259.0,Financial Services,United States
AGBA,AGBA Acquisition Limited,Blank Check / SPAC,53490541.0,Financial Services,Hong Kong
AGCB,Altimeter Growth Corp. 2,Blank Check / SPAC,573979000.0,Financial Services,United States
AGCO,AGCO Corporation,Machinery,9241927678.0,Industrials,United States
AGE,"AgeX Therapeutics, Inc.",Biotechnology,28252240.0,Healthcare,United States
AGEN,Agenus Inc.,Biotechnology,406486527.0,Healthcare,United States
AGFS,"AgroFresh Solutions, Inc.",Chemicals,94243319.0,Consumer Defensive,United States
AGFY,Agrify Corporation,Machinery,64883016.0,Industrials,United States
AGGR,Agile Growth Corp.,Blank Check / SPAC,378587500.0,Financial Services,United States
AGI,Alamos Gold Inc.,Metals & Mining,2968515068.0,Basic Materials,Canada
AGIL,"AgileThought, Inc.",Software-Application,218549822.0,Technology,United States
AGIO,"Agios Pharmaceuticals, Inc.",Biotechnology,1062356732.0,Healthcare,United States
AGL,"agilon health, inc.",Medical Care Facilities,7817369589.0,Healthcare,United States
AGLE,"Aeglea BioTherapeutics, Inc.",Biotechnology,94817375.0,Healthcare,United States
AGM,Federal Agricultural Mortgage Corporation,Thrifts & Mortgage Finance,1106919706.0,Financial Services,United States
AGM.A,Full company name not available,Credit Services,1148007846.0,,
AGMH,AGM Group Holdings Inc.,Capital Markets,53360560.0,Technology,Hong Kong
AGNC,AGNC Investment Corp.,Mortgage Real Estate Investment Trust...,6337889273.0,Real Estate,United States
AGO,Assured Guaranty Ltd.,Insurance,3717650939.0,Financial Services,Bermuda
AGR,"Avangrid, Inc.",Electric Utilities,18515423216.0,Utilities,United States
AGRI,AgriFORCE Growing Systems Ltd.,Farm Products,43745220.0,Consumer Defensive,Canada
AGRO,Adecoagro S.A.,Food Products,1252462455.0,Consumer Defensive,Luxembourg
AGRX,"Agile Therapeutics, Inc.",Pharmaceuticals,6131847.0,Healthcare,United States
AGS,"PlayAGS, Inc.","Hotels, Restaurants & Leisure",208913536.0,Consumer Cyclical,United States
AGTC,Applied Genetic Technologies Corporation,Biotechnology,43817139.0,Healthcare,United States
AGTI,"Agiliti, Inc.",Health Information Services,2507245044.0,Healthcare,United States
AGX,"Argan, Inc.",Construction & Engineering,601268402.0,Industrials,United States
AGYS,"Agilysys, Inc.",Software,969937691.0,Technology,United States
AHCO,AdaptHealth Corp.,Health Care Providers & Services,2384972533.0,Healthcare,United States
AHG,Akso Health Group,Credit Services,25494035.0,Financial Services,China
AHH,"Armada Hoffler Properties, Inc.",Equity Real Estate Investment Trusts ...,1208335220.0,Real Estate,United States
AHI,Advanced Human Imaging Limited,Software-Application,18391725.0,Technology,Australia
AHPA,Avista Public Acquisition Corp. II,Blank Check / SPAC,290087500.0,Financial Services,United States
AHPI,"Allied Healthcare Products, Inc.",Health Care Equipment & Supplies,8027078.0,Healthcare,United States
AHRN,Ahren Acquisition Corp.,Blank Check / SPAC,370498014.0,Financial Services,Cayman Islands
AHT,"Ashford Hospitality Trust, Inc.",Equity Real Estate Investment Trusts ...,183696747.0,Real Estate,United States
AI,"C3.ai, Inc.",Software,1956180988.0,Technology,United States
AIB,AIB Acquisition Corporation,Blank Check / SPAC,111396770.0,Financial Services,United States
AIG,"American International Group, Inc.",Insurance,45733244910.0,Financial Services,United States
AIH,Aesthetic Medical International Holdings Group Limited,Health Care Providers & Services,45132526.0,Healthcare,China
AIHS,Senmiao Technology Limited,Consumer Finance,5684108.0,Financial Services,China
AIKI,AIkido Pharma Inc.,Biotechnology,26788021.0,Healthcare,United States
AIM,AIM ImmunoTech Inc.,Biotechnology,44204896.0,Healthcare,United States
AIMA,Full company name not available,Blank Check / SPAC,91264000.0,,
AIMC,Altra Industrial Motion Corp.,Machinery,2474848240.0,Industrials,United States
AIN,Albany International Corp.,Machinery,2643165167.0,Consumer Cyclical,United States
AINC,Ashford Inc.,Capital Markets,46986292.0,Financial Services,United States
AINV,Apollo Investment Corporation,Capital Markets,784769976.0,Financial Services,United States
AIP,"Arteris, Inc.",Semiconductors,303103008.0,Technology,United States
AIR,AAR Corp.,Aerospace & Defense,1702112363.0,Industrials,United States
AIRC,Apartment Income REIT Corp.,Equity Real Estate Investment Trusts ...,6997100023.0,Real Estate,United States
AIRG,"Airgain, Inc.","Electronic Equipment, Instruments & C...",101892000.0,Technology,United States
AIRI,Air Industries Group,Aerospace & Defense,22437809.0,Industrials,United States
AIRS,"AirSculpt Technologies, Inc.",Medical Care Facilities,476280120.0,Healthcare,United States
AIRT,"Air T, Inc.",Air Freight & Logistics,46606573.0,Industrials,United States
AIT,"Applied Industrial Technologies, Inc.",Trading Companies & Distributors,3889005257.0,Industrials,United States
AIU,Meta Data Limited,Diversified Consumer Services,24000980.0,,
AIV,Apartment Investment and Management Company,Equity Real Estate Investment Trusts ...,949688253.0,Real Estate,United States
AIZ,"Assurant, Inc.",Insurance,9738022795.0,Financial Services,United States
AJG,Arthur J. Gallagher & Co.,Insurance,33825150970.0,Financial Services,United States
AJRD,"Aerojet Rocketdyne Holdings, Inc.",Aerospace & Defense,3316903655.0,Industrials,United States
AJX,Great Ajax Corp.,Mortgage Real Estate Investment Trust...,242735433.0,Real Estate,United States
AKA,a.k.a. Brands Holding Corp.,Internet Retail,531345150.0,Consumer Cyclical,United States
AKAM,"Akamai Technologies, Inc.",IT Services,16169964543.0,Technology,United States
AKAN,Akanda Corp.,Drug Manufacturers-Specialty & Generic,26882477.0,Healthcare,United Kingdom
AKBA,"Akebia Therapeutics, Inc.",Biotechnology,62180979.0,Healthcare,United States
AKIC,Sports Ventures Acquisition Corp.,Blank Check / SPAC,289982590.0,Financial Services,United States
AKO.A,Full company name not available,Beverages-Non-Alcoholic,1622864781.0,,
AKO.B,Full company name not available,Beverages-Non-Alcoholic,1801642108.0,,
AKR,Acadia Realty Trust,Equity Real Estate Investment Trusts ...,1954648428.0,Real Estate,United States
AKRO,"Akero Therapeutics, Inc.",Biotechnology,289989595.0,Healthcare,United States
AKTS,"Akoustis Technologies, Inc.","Electronic Equipment, Instruments & C...",206502735.0,Technology,United States
AKTX,"Akari Therapeutics, Plc",Pharmaceuticals,72406024.0,Healthcare,United Kingdom
AKU,Akumin Inc.,Diagnostics & Research,76268055.0,Healthcare,United States
AKUS,"Akouos, Inc.",Biotechnology,93144478.0,Healthcare,United States
AKYA,"Akoya Biosciences, Inc.",Medical Instruments & Supplies,383413920.0,Healthcare,United States
AL,Air Lease Corporation,Trading Companies & Distributors,4234068199.0,Industrials,United States
ALB,Albemarle Corporation,Chemicals,29869670394.0,Basic Materials,United States
ALBO,"Albireo Pharma, Inc.",Biotechnology,392504794.0,Healthcare,United States
ALC,Alcon Inc.,Medical Instruments & Supplies,36208009186.0,Healthcare,Switzerland
ALCC,AltC Acquisition Corp.,Blank Check / SPAC,617756990.0,Financial Services,United States
ALCO,"Alico, Inc.",Food Products,317948123.0,Consumer Defensive,United States
ALDX,"Aldeyra Therapeutics, Inc.",Biotechnology,160912142.0,Healthcare,United States
ALE,"ALLETE, Inc.",Electric Utilities,3516208836.0,Utilities,United States
ALEC,"Alector, Inc.",Biotechnology,731886141.0,Healthcare,United States
ALEX,"Alexander & Baldwin, Inc.",Equity Real Estate Investment Trusts ...,1484860531.0,Real Estate,United States
ALF,"Alfi, Inc.",Software-Infrastructure,18750557.0,Technology,United States
ALG,Alamo Group Inc.,Machinery,1396644777.0,Industrials,United States
ALGM,"Allegro MicroSystems, Inc.",Semiconductors & Semiconductor Equipment,4682514407.0,Technology,United States
ALGN,"Align Technology, Inc.",Health Care Equipment & Supplies,21658115839.0,Healthcare,United States
ALGS,"Aligos Therapeutics, Inc.",Biotechnology,50807291.0,Healthcare,United States
ALGT,Allegiant Travel Company,Airlines,2648734347.0,Industrials,United States
ALHC,"Alignment Healthcare, Inc.",Health Care Providers & Services,2016757879.0,Healthcare,United States
ALIM,"Alimera Sciences, Inc.",Pharmaceuticals,40267020.0,Healthcare,United States
ALIT,"Alight, Inc.",Software-Application,4445035512.0,Technology,United States
ALJJ,"ALJ Regional Holdings, Inc.",IT Services,85665776.0,Industrials,United States
ALK,"Alaska Air Group, Inc.",Airlines,5942715865.0,Industrials,United States
ALKS,Alkermes plc,Biotechnology,4798217189.0,Healthcare,Ireland
ALKT,"Alkami Technology, Inc.",Software-Application,1214102005.0,Technology,United States
ALL,The Allstate Corporation,Insurance,36762480612.0,Financial Services,United States
ALLE,Allegion plc,Building Products,9727026157.0,Industrials,Ireland
ALLG,Allego N.V.,Auto Parts,2273998080.0,Consumer Cyclical,Netherlands
ALLK,Allakos Inc.,Biotechnology,145706559.0,Healthcare,United States
ALLO,"Allogene Therapeutics, Inc.",Biotechnology,1076999932.0,Healthcare,United States
ALLR,"Allarity Therapeutics, Inc.",Biotechnology,18215115.0,Healthcare,United States
ALLT,Allot Ltd.,Software,192815597.0,Technology,Israel
ALLY,Ally Financial Inc.,Consumer Finance,13509784556.0,Financial Services,United States
ALNA,"Allena Pharmaceuticals, Inc.",Biotechnology,12280650.0,Healthcare,United States
ALNY,"Alnylam Pharmaceuticals, Inc.",Biotechnology,15174238148.0,Healthcare,United States
ALOR,ALSP Orchid Acquisition Corporation I,Blank Check / SPAC,223651124.0,Financial Services,United States
ALOT,"AstroNova, Inc.","Technology Hardware, Storage & Periph...",90736504.0,Technology,United States
ALPA,Alpha Healthcare Acquisition Corp. III,Blank Check / SPAC,190770840.0,Financial Services,United States
ALPN,"Alpine Immune Sciences, Inc.",Biotechnology,273259775.0,Healthcare,United States
ALPP,"Alpine 4 Holdings, Inc.",Metal Fabrication,122109351.0,Industrials,United States
ALR,AlerisLife Inc.,Medical Care Facilities,42316167.0,Healthcare,United States
ALRM,"Alarm.com Holdings, Inc.",Software,3265191152.0,Technology,United States
ALRN,"Aileron Therapeutics, Inc.",Biotechnology,36329440.0,Healthcare,United States
ALRS,Alerus Financial Corporation,Diversified Financial Services,443452564.0,Financial Services,United States
ALSA,Alpha Star Acquisition Corporation,Blank Check / SPAC,145711845.0,Financial Services,United States
ALSN,"Allison Transmission Holdings, Inc.",Machinery,3781636582.0,Consumer Cyclical,United States
ALT,"Altimmune, Inc.",Biotechnology,210046284.0,Healthcare,United States
ALTG,Alta Equipment Group Inc.,Trading Companies & Distributors,337197049.0,Industrials,United States
ALTO,"Alto Ingredients, Inc.","Oil, Gas & Consumable Fuels",333342432.0,Basic Materials,United States
ALTR,Altair Engineering Inc.,Software,4235776220.0,Technology,United States
ALTU,Altitude Acquisition Corp.,Blank Check / SPAC,374249980.0,Financial Services,United States
ALV,"Autoliv, Inc.",Auto Components,6749077988.0,Consumer Cyclical,Sweden
ALVR,"AlloVir, Inc.",Biotechnology,236157167.0,Healthcare,United States
ALX,"Alexander's, Inc.",Equity Real Estate Investment Trusts ...,1245923151.0,Real Estate,United States
ALXO,ALX Oncology Holdings Inc.,Biotechnology,323006330.0,Healthcare,United States
ALYA,Alithya Group Inc.,IT Services,202812606.0,Technology,Canada
ALZN,"Alzamend Neuro, Inc.",Biotechnology,84833599.0,Healthcare,United States
AM,Antero Midstream Corporation,"Oil, Gas & Consumable Fuels",5119275514.0,Energy,United States
AMAL,Amalgamated Financial Corp.,Banks,601961520.0,Financial Services,United States
AMAM,Ambrx Biopharma Inc.,Biotechnology,154354400.0,Healthcare,United States
AMAO,American Acquisition Opportunity Inc.,Blank Check / SPAC,43455056.0,Financial Services,United States
AMAT,"Applied Materials, Inc.",Semiconductors & Semiconductor Equipment,102000000000.0,Technology,United States
AMBA,"Ambarella, Inc.",Semiconductors & Semiconductor Equipment,3052184295.0,Technology,United States
AMBC,"Ambac Financial Group, Inc.",Insurance,492286107.0,Financial Services,United States
AMBO,Ambow Education Holding Ltd.,Diversified Consumer Services,13313991.0,Consumer Defensive,China
AMBP,Ardagh Metal Packaging S.A.,Packaging & Containers,3617999868.0,Consumer Cyclical,Luxembourg
AMC,"AMC Entertainment Holdings, Inc.",Entertainment,6278025215.0,Communication Services,United States
AMCI,AMCI Acquisition Corp. II,Blank Check / SPAC,184874990.0,Financial Services,United States
AMCR,Amcor plc,Containers & Packaging,19686287353.0,Consumer Cyclical,Switzerland
AMCX,AMC Networks Inc.,Media,1671261927.0,Communication Services,United States
AMD,"Advanced Micro Devices, Inc.",Semiconductors & Semiconductor Equipment,160000000000.0,Technology,United States
AME,"AMETEK, Inc.",Electrical Equipment,27810801604.0,Industrials,United States
AMED,"Amedisys, Inc.",Health Care Providers & Services,3823720874.0,Healthcare,United States
AMEH,"Apollo Medical Holdings, Inc.",Health Care Providers & Services,1604570359.0,Healthcare,United States
AMG,"Affiliated Managers Group, Inc.",Capital Markets,5126771123.0,Financial Services,United States
AMGN,Amgen Inc.,Biotechnology,135000000000.0,Healthcare,United States
AMH,American Homes 4 Rent,Equity Real Estate Investment Trusts ...,14883711991.0,Real Estate,United States
AMK,"AssetMark Financial Holdings, Inc.",Capital Markets,1505733117.0,Financial Services,United States
AMKR,"Amkor Technology, Inc.",Semiconductors & Semiconductor Equipment,4846624239.0,Technology,United States
AMLX,"Amylyx Pharmaceuticals, Inc.",Biotechnology,458900288.0,Healthcare,United States
AMN,"AMN Healthcare Services, Inc.",Health Care Providers & Services,4192303031.0,Healthcare,United States
AMNB,American National Bankshares Inc.,Banks,378021798.0,Financial Services,United States
AMOT,Allied Motion Technologies Inc.,Electrical Equipment,351571729.0,Technology,United States
AMOV,"América Móvil, S.A.B. de C.V.",Wireless Telecommunication Services,72024072182.0,Communication Services,Mexico
AMP,"Ameriprise Financial, Inc.",Capital Markets,30149963771.0,Financial Services,United States
AMPE,"Ampio Pharmaceuticals, Inc.",Pharmaceuticals,37781199.0,Healthcare,United States
AMPG,"AmpliTech Group, Inc.",Communication Equipment,20697357.0,Technology,United States
AMPH,"Amphastar Pharmaceuticals, Inc.",Pharmaceuticals,1766662127.0,Healthcare,United States
AMPI,"Advanced Merger Partners, Inc",Blank Check / SPAC,351109375.0,Financial Services,United States
AMPL,"Amplitude, Inc.",Software-Application,2010705654.0,Technology,United States
AMPS,"Altus Power, Inc.",Utilities-Renewable,1110229628.0,Utilities,United States
AMPY,Amplify Energy Corp.,Oil & Gas E&P,328463229.0,Energy,United States
AMR,"Alpha Metallurgical Resources, Inc.","Oil, Gas & Consumable Fuels",3336643527.0,Basic Materials,United States
AMRC,"Ameresco, Inc.",Construction & Engineering,2991969750.0,Industrials,United States
AMRK,"A-Mark Precious Metals, Inc.",Diversified Financial Services,921120000.0,Financial Services,United States
AMRN,Amarin Corporation plc,Biotechnology,567721407.0,Healthcare,Ireland
AMRS,"Amyris, Inc.",Chemicals,725750718.0,Basic Materials,United States
AMRX,"Amneal Pharmaceuticals, Inc.",Pharmaceuticals,1057204735.0,Healthcare,United States
AMS,American Shared Hospital Services,Health Care Providers & Services,13981699.0,Healthcare,United States
AMSC,American Superconductor Corporation,Electrical Equipment,154240734.0,Industrials,United States
AMSF,"AMERISAFE, Inc.",Insurance,965053980.0,Financial Services,United States
AMST,Amesite Inc.,Software-Application,15044500.0,Technology,United States
AMSWA,"American Software, Inc.",Software,567794608.0,Technology,United States
AMT,American Tower Corporation,Equity Real Estate Investment Trusts ...,116000000000.0,Real Estate,United States
AMTB,Amerant Bancorp Inc.,Banks,994039929.0,Financial Services,United States
AMTD,AMTD IDEA Group,Asset Management,3454125055.0,Financial Services,Hong Kong
AMTI,Applied Molecular Transport Inc.,Biotechnology,119828013.0,Healthcare,United States
AMTX,"Aemetis, Inc.","Oil, Gas & Consumable Fuels",272489596.0,Energy,United States
AMWD,American Woodmark Corporation,Building Products,859185558.0,Consumer Cyclical,United States
AMWL,American Well Corporation,Health Information Services,944002175.0,Healthcare,United States
AMX,"América Móvil, S.A.B. de C.V.",Wireless Telecommunication Services,72573878254.0,Communication Services,Mexico
AMYT,Amryt Pharma plc,Drug Manufacturers-Specialty & Generic,504140415.0,Healthcare,Ireland
AMZN,"Amazon.com, Inc.",Internet & Direct Marketing Retail,1130000000000.0,Consumer Cyclical,United States
AN,"AutoNation, Inc.",Specialty Retail,6903311255.0,Consumer Cyclical,United States
ANAB,"AnaptysBio, Inc.",Biotechnology,534408399.0,Healthcare,United States
ANAC,Arctos NorthStar Acquisition Corp.,Blank Check / SPAC,386813780.0,Financial Services,United States
ANAT,"American National Group, Inc.",Insurance,5109105553.0,Financial Services,United States
ANDE,"The Andersons, Inc.",Food & Staples Retailing,1256446200.0,Consumer Defensive,United States
ANEB,"Anebulo Pharmaceuticals, Inc.",Biotechnology,69566910.0,Healthcare,United States
ANET,"Arista Networks, Inc.",Communications Equipment,31870082999.0,Technology,United States
ANF,Abercrombie & Fitch Co.,Specialty Retail,1101565565.0,Consumer Cyclical,United States
ANGH,Anghami Inc.,Entertainment,154863937.0,Communication Services,United Arab Emirates
ANGI,Angi Inc.,Interactive Media & Services,2672454141.0,Communication Services,United States
ANGN,Angion Biomedica Corp.,Biotechnology,39545616.0,Healthcare,United States
ANGO,"AngioDynamics, Inc.",Health Care Equipment & Supplies,740699890.0,Healthcare,United States
ANIK,"Anika Therapeutics, Inc.",Biotechnology,315602651.0,Healthcare,United States
ANIP,"ANI Pharmaceuticals, Inc.",Pharmaceuticals,526372336.0,Healthcare,United States
ANIX,"Anixa Biosciences, Inc.",Biotechnology,104477719.0,Healthcare,United States
ANNX,"Annexon, Inc.",Biotechnology,117233344.0,Healthcare,United States
ANPC,"AnPac Bio-Medical Science Co., Ltd.",Biotechnology,6671518.0,Healthcare,China
ANSS,"ANSYS, Inc.",Software,22004144024.0,Technology,United States
ANTE,AirNet Technology Inc.,Media,42833638.0,Communication Services,China
ANTM,"Anthem, Inc.",Health Care Providers & Services,124000000000.0,Healthcare,United States
ANTX,"AN2 Therapeutics, Inc.",Health Care,259608126.0,Healthcare,United States
ANVS,"Annovis Bio, Inc.",Biotechnology,74618228.0,Healthcare,United States
ANY,Sphere 3D Corp.,Software,66451892.0,Technology,Canada
